#visualizingenergy.org
#Contact: vizen@bu.edu
#
#Title: Oil production by country 1900-2022
#Time span: 1900-2022
#----------------------------------------------------------------
#Variable: Oil production by country
#Source: Our World in Data; "Oil Production"
#Source link: https://ourworldindata.org/grapher/oil-production-by-country
#Data accessed: 2023-11-15Description: Our World in Data processes original data from The Energy Institute Statistical Review of World Energy and the The Shift Data Portal--links below
#Additional links: The Energy Institute Statistical Review of World Energy: https://www.energyinst.org/statistical-review; The Shift Data Portal: https://theshiftdataportal.org/energy
#================================================================
Year,United States,Saudi Arabia,Russia,Canada,Iraq,Afghanistan,Albania,Algeria,American Samoa,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Cyprus,Czechia,Czechoslovakia,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,East Timor,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland Islands,Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Lithuania,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Martinique,Mauritania,Mauritius,Mexico,Moldova,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,Netherlands Antilles,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North Korea,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Reunion,Romania,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,USSR,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Western Sahara,World,Yemen,Yugoslavia,Zambia,Zimbabwe
1991,17.71,17.93,19.34,3.9,0.58,0,0.05,2.46,0,1.03,0,1.08,,0,1.2,0.06,0.49,0,0.09,0,0,,0,0,0.01,0,0,0.05,,0,1.41,0,0.34,0,0,0,0,0.35,0,0,0,0,0.06,5.9,0.95,0,0.34,0,0,0,,0.04,0,,0.01,0.06,0.29,0,0,0,,0.68,1.9,0,0,,,0,0,0,0,0,0,0.15,0,0,0.62,0,,0.16,0,0,0.04,0,0,0,0,0.01,0,0,0,0,0,0,0.1,0,1.35,3.39,7.3,0,0,0.18,0,0.03,0,1.11,0,0,,0.39,,0,,0,0,0,2.84,,0,0,0,0,1.29,0,0,0,0,0,0,6.4,,0,,0,0,0,0.04,0,0,0,0.19,0,0,0.09,0,0,4.02,0,0,,0,3.93,1.48,0.14,,0,0,0,0.25,0.01,0.01,0,0,0.85,0,0.29,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,0.07,0,0,0.01,0,0,0.98,0.01,,0,0.12,0,0,0.3,0.23,0.2,0.23,0,23.32,0,,4.47,3.82,0,0,0.12,0,5.5,0.17,0,131.86,0.39,0.15,0,0
1992,17.29,18.51,16.7,4.07,1.09,0,0.03,2.37,0,1.14,0,1.22,0,0,1.18,0.05,0.47,0,0.1,0,0,0.09,0,0,0.01,0,0,0.06,0,0,1.43,0,0.37,0,0,0,0,0.32,0,0,0,0,0.05,5.95,0.97,0,0.36,0,0,0,0.09,0.04,0,,0.01,0.06,0.32,0,0,0,,0.73,1.93,0,0,,0,0,0,0,0,0,0,0.15,0,0,0.61,0,0.01,0.14,0,0,0.03,0,0,0,0,0.01,0,0,0,0,0,0,0.1,0,1.22,3.21,7.36,0,0,0.19,0,0.04,0,1.08,0,0,,2.26,0,0,0,0,0,0,2.92,0,0,0,0,0,1.31,0,0,0,0,0,0,6.41,0,0,,0,0,0,0.03,0,0,0,0.15,0,0,0.09,0,0,4.17,0,0,0,0,4.48,1.55,0.14,,0,0.11,0,0.25,0.02,0.01,0,0,0.99,0,0.29,0,0,0,0,0,0,0,0,0,0.05,0,0,0,,0,0,0,0,0,,0.06,0,0,0.01,0,0,1.07,0.01,0,0,0.14,0,0,0.29,0.23,0.19,0.22,0,,0,0.2,4.93,3.95,0,0,0.14,0,5.51,0.23,0,133.77,0.37,,0,0
1993,16.62,17.97,14.86,4.28,0.93,0,0.03,2.36,0,1.04,0,1.3,0,0,1.1,0.05,0.43,0,0.11,0,0,0.09,0,0,0.01,0,0,0.06,0,0,1.46,0,0.36,0,0,0,0,0.29,0,0,0,0,0.05,6.03,1.01,0,0.4,0,0,0,0.09,0.05,0,0.01,,0.06,0.34,0,0,0,,0.78,1.99,0,0.01,,0,0,0,0,0,0,0,0.15,0,0,0.64,0,0,0.14,0,0,0.03,0,0,0,0,0.02,0,0,0,0,0,0,0.1,0,1.17,3.22,7.72,0,0,0.19,0,0.03,0,0.96,0,0,,4.04,0,0,0,0,0,0,2.77,0,0,0,0,0,1.28,0,0,0,0,0,0,6.42,0,0,,0,0,0,0.03,0,0,0,0.15,0,0,0.09,0,0,4.12,0,0,0,0,4.78,1.62,0.14,,0,0.27,0,0.28,0.02,0.01,0,0,0.91,0,0.29,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.02,0,,0.05,0,0,0.01,0,0,1.18,0,0,0,0.14,0,0,0.27,0.21,0.18,0.18,0,,0,0.19,4.79,4.19,0,0,0.17,0,5.7,0.26,0,133.58,0.41,,0,0
1994,16.22,18.09,13.3,4.47,1.04,0,0.03,2.35,0,1.15,0,1.44,0,0,1.19,0.05,0.4,0,0.11,0,0,0.09,0,0,0.01,0,0,0.06,0,0,1.52,0,0.37,0,0,0,0,0.25,0,0,0,0,0.05,6.12,1.01,0,0.4,0,0,0.02,0.1,0.06,0,0.01,,0.06,0.38,0,0,0,,0.86,1.95,0,0.01,0,0,0,0,0,0,0,0,0.15,0,0,0.7,0,0,0.13,0,0,0.02,0,0,0,0,0.02,0,0,0,0,0,0,0.11,0,1.36,3.22,7.74,0,0,0.2,0,0.03,0,0.85,0,0,,4.33,0,0,0,0,0,0,2.83,0.01,0,0,0,0,1.3,0,0,0,0,0,0,6.45,0,0,,0,0,0,0.03,0,0,0,0.23,0,0,0.09,0,0,3.95,0,0,0,0,5.38,1.69,0.13,,0,0.24,0,0.28,0.01,0.01,0,0,0.89,0,0.29,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0.02,0,,0.04,0,0,0.01,0,0,1.17,0,0,0,0.14,0,0,0.28,0.19,0.17,0.18,0,,0,0.19,4.83,5.3,0,0,0.23,0,6.05,0.3,0,135.43,0.69,,0,0
1995,16.06,18.06,13.01,4.69,1.09,0,0.02,2.34,0,1.31,0,1.57,0,0,1.12,0.05,0.38,0,0.11,0,0,0.09,0,0,0.01,0,0,0.07,0,0,1.57,0,0.36,0,0,0,0,0.25,0,0,0,0,0.04,6.24,1.3,0,0.39,0,0,0.02,0.09,0.07,0,0.01,,0.07,0.38,0,0,0,,0.88,1.95,0,0.01,0,0,0,0,0,0,0,0,0.13,0,0,0.74,0,0,0.13,0.01,0,0.02,0,0,0,0,0.02,0,0,0,0,0,0,0.1,0,1.53,3.2,7.76,0,0,0.22,0,0.03,0,0.86,0,0,,4.39,0,0,0,0,0,0,2.84,0.01,0,0,0,0,1.4,0,0,0,0,0,0,6.29,0,0,,0,0,0,0.02,0,0,0,0.19,0,0,0.08,0,0,3.98,0,0,0,0,5.79,1.79,0.14,,0,0.22,0,0.27,0.01,0.01,0,0,0.91,0,0.29,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.02,0,,0.04,0,0,0.02,0,0,1.24,0,0,0,0.14,0,0,0.28,0.19,0.16,0.17,0,,0,0.19,4.79,5.44,0,0,0.32,0,6.5,0.32,0,137.29,0.7,,0,0
1996,16,18.31,12.68,4.83,1.2,0,0.02,2.47,0,1.48,0,1.71,0,0,1.18,0.05,0.38,0,0.1,0,0,0.08,0,0,0,0,0,0.08,0,0,1.78,0,0.34,0,0,0,0,0.25,0,0,0,0,0.04,6.64,1.4,0,0.43,0,0,0.04,0.08,0.08,0,0.01,,0.07,0.43,0,0,0,,0.88,1.89,0,0.04,0,0,0,0,0,0,0,0,0.12,0,0,0.76,0,0,0.14,0.01,0,0.02,0,0,0,0,0.03,0,0,0,0,0,0,0.1,0,1.46,3.21,7.81,0,0,0.23,0,0.03,0,0.96,0,0,,4.4,0,0,0,0,0,0,2.87,0.01,0,0,0,0,1.41,0,0,0,0,0,0,6.8,0,0,,0,0,0,0.02,0,0,0,0.18,0,0,0.08,0,0,4.04,0,0,0,0,6.48,1.86,0.13,,0,0.22,0,0.26,0,0.01,0,0,1.13,0,0.29,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.02,0,,0.02,0,0.01,0.02,0,0,1.22,0,0,0,0.16,0,0,0.28,0.18,0.16,0.18,0,,0,0.19,4.9,5.43,0,0,0.32,0,6.92,0.37,0,140.94,0.71,,0,0
1997,15.91,18.09,12.87,5.05,2.39,0,0.02,2.58,0,1.53,0,1.82,0,0,1.25,0.05,0.38,0,0.11,0,0,0.08,0,0,0,0,0,0.08,0,0,1.91,0,0.33,0,0,0,0,0.28,0,0,0,0,0.03,6.7,1.46,0,0.49,0,0,0.04,0.08,0.08,0,0.01,,0.06,0.47,0,0,0,,0.88,1.83,0,0.12,0,0,0,0,0,0,0,0,0.1,0,0,0.76,0,0.01,0.13,0.01,0,0.02,0,0,0,0,0.04,0,0,0,0,0,0,0.11,0,1.49,3.17,7.83,0,0,0.25,0,0.03,0,1.08,0,0,,4.4,0,0,0,0,0,0,2.93,0.01,0,0,0,0,1.4,0,0,0,0,0,0,7.1,0,0,,0,0,0,0.02,0,0,0,0.17,0,0,0.13,0,0,4.04,0,0,0,0,6.54,1.88,0.13,0,0,0.17,0,0.26,0,0.01,0,0,1.39,0,0.28,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.02,0,,0.02,0,0.02,0.01,0,0,1.2,0,0,0,0.18,0,0,0.27,0.17,0.16,0.22,0,,0,0.19,4.91,5.35,0,0,0.33,0,7.18,0.42,0,144.08,0.74,,0,0
1998,15.41,18.64,12.74,5.24,4.36,0,0.02,2.57,0,1.51,0,1.84,0,0,1.18,0.05,0.48,0,0.1,0,0,0.08,0,0,0,0,0,0.09,0,0,2.21,0,0.32,0,0,0,0,0.28,0,0,0,0,0.03,6.71,1.69,0,0.57,0,0,0.05,0.08,0.08,0,0.01,,0.06,0.49,0,0,0,,0.86,1.8,0,0.17,0,0,0,0,0,0,0,0,0.09,0,0,0.71,0,0,0.13,0.01,0,0.02,0,0,0,0,0.05,0,0,0,0,0,0,0.09,0,1.45,3.11,7.99,0,0,0.24,0,0.03,0,1.09,0,0,,4.61,0,0,0,0,0,0,2.91,0.01,0,0,0,0,1.42,0,0,0,0,0,0,7.26,0,0,,0,0,0,0.03,0,0,0,0.17,0,0,0.11,0,0,4.14,0,0,0,0,6.26,1.87,0.13,0,0,0.17,0,0.25,0,0.02,0,0,1.4,0,0.27,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.06,0,,0.02,0,0.02,0.02,0,0,1.2,0,0,0,0.19,0,0,0.27,0.17,0.15,0.27,0,,0,0.18,5.09,5.55,0,0,0.34,0,7.44,0.52,0,147.72,0.75,,0,0
1999,14.76,17.1,12.76,5.07,5.37,0,0.01,2.45,0,1.54,0,1.75,0,0,1.15,0.04,0.58,0,0.1,0,0,0.08,0,0,0,0,0,0.08,0,0,2.49,0,0.37,0,0,0,0,0.23,0,0,0,0,0.02,6.71,1.83,0,0.57,0,0,0.03,0.07,0.1,0,0.01,,0.05,0.61,0,0,0,,0.85,1.73,0,0.21,0,0,0,0,0,0,0,0,0.08,0,0,0.71,0,0,0.13,0.01,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.08,0,1.45,2.87,7.46,0,0,0.21,0,0.03,0,1.26,0,0,,4.29,0,0,0,0,0,0,2.8,0.01,0,0,0,0,1.36,0,0,0,0,0,0,6.93,0,0,,0,0,0,0.02,0,0,0,0.12,0,0,0.1,0,0,3.87,0,0,0,0,6.27,1.87,0.13,0,0,0.21,0,0.23,0,0.02,0,0,1.44,0,0.27,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.07,0,,0.01,0,0.13,0.02,0,0,1.2,0,0,0,0.2,0,0,0.28,0.18,0.14,0.3,0,,0,0.17,4.69,5.74,0,0,0.34,0,6.66,0.64,0,144.38,0.8,,0,0
2000,14.55,18.36,13.68,5.24,5.39,0,0.01,2.8,0,1.54,0,1.73,0,0,1.55,0.05,0.59,0,0.1,0.01,0,0.08,0,0,0,0,0,0.08,0,0,2.81,0,0.4,0,0,0,0,0.19,0,0,0,0,0.02,6.81,1.52,0,0.57,0,0,0.03,0.06,0.1,0,0.01,,0.06,0.74,0,0,0,,0.9,1.63,0,0.24,0,0,0,0,0,0,0,0,0.08,0,0,0.58,0,0,0.15,0.02,0,0.01,0,0,0,0,0.05,0,0,0,0,0,0,0.09,0,1.43,3.01,8.02,0,0,0.19,0,0.03,0,1.48,0,0,,4.6,0,0,0,0,0,0,2.91,0.01,0,0,0,0,1.4,0,0,0,0,0,0,7.13,0,0,,0,0,0,0.03,0,0,0,0.11,0,0,0.09,0,0,4.46,0,0,0,0,6.7,1.97,0.13,0,0,0.15,0,0.22,0,0.03,0,0,1.68,0,0.26,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.07,0,,0.01,0,0.37,0.02,0,0,1.18,0,0,0,0.3,0,0,0.28,0.15,0.12,0.3,0,,0,0.17,5.09,5.29,0,0,0.32,0,6.71,0.69,0,150.64,0.88,,0,0
2001,14.42,17.91,14.72,5.28,5.19,0,0.01,2.75,0,1.53,0,1.84,0,0,1.44,0.05,0.63,0,0.1,0.01,0,0.08,0,0,0,0,0,0.09,0,0,2.94,0,0.42,0,0,0,0,0.18,0,0,0,0,0.02,6.9,1.33,0,0.53,0,0,0.03,0.06,0.12,0,0.01,,0.05,0.71,0,0,0,,0.92,1.57,0,0.39,0,0,0,0,0,0,0,0,0.07,0,0,0.55,0,0,0.15,0.02,0,0.01,0,0,0,0,0.05,0,0,0,0,0,0,0.09,0,1.43,2.85,7.95,0,0,0.17,0,0.03,0,1.68,0,0,,4.46,0,0,0,0,0,0,2.81,0.02,0,0,0,0,1.36,0,0,0,0,0,0,7.36,0,0,,0,0,0,0.02,0,0,0,0.1,0,0,0.08,0,0,4.41,0,0,0,0,6.77,1.96,0.14,0,0,0.15,0,0.21,0.02,0.03,0,0,1.67,0,0.26,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.07,0,,0.02,0,0.43,0.02,0,0,1.25,0,0,0,0.33,0,0,0.26,0.14,0.11,0.32,0,,0,0.17,4.96,4.89,0,0,0.3,0,6.83,0.72,0,150.63,0.9,,0,0
2002,14.31,16.33,16.06,5.57,4.35,0,0.02,2.97,0,1.87,0,1.81,0,0,1.43,0.05,0.64,0,0.1,0.01,0,0.08,0,0,0,0,0,0.09,0,0,3.29,0,0.43,0,0,0,0,0.16,0,0,0,0,0.02,6.99,1.27,0,0.5,0,0,0.03,0.06,0.12,0,0.01,,0.05,0.76,0,0,0,,0.88,1.56,0,0.46,0,0,0,0,0,0,0,0,0.07,0,0,0.54,0,0,0.16,0.02,0,0.01,0,0,0,0,0.04,0,0,0,0,0,0,0.07,0,1.48,2.65,7.5,0,0,0.23,0,0.03,0,1.98,0,0,,4.13,0,0,0,0,0,0,2.7,0.02,0,0,0,0,1.43,0,0,0,0,0,0,7.45,0,0,,0,0,0,0.04,0,0,0,0.14,0,0,0.08,0,0,3.98,0,0,0,0,6.59,1.84,0.15,0,0,0.12,0,0.21,0.02,0.03,0,0,1.56,0,0.25,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.06,0,,0.01,0,0.49,0.02,0,0,1.37,0,0,0,0.36,0,0,0.3,0.15,0.11,0.34,0,,0,0.17,4.56,4.85,0,0,0.3,0,6.39,0.72,0,148.81,0.9,,0,0
2003,13.92,19.28,17.82,5.89,2.76,0,0.02,3.31,0,1.79,0,1.8,0,0,1.24,0.05,0.64,0,0.1,0.01,0,0.08,0,0,0,0,0,0.08,0,0,3.41,0,0.44,0,0,0,0,0.15,0,0,0,0.05,0.02,7.1,1.19,0,0.46,0,0,0.04,0.06,0.14,0,0.02,,0.05,0.75,0,0,0,0,0.94,1.55,0,0.53,0,0,0,0,0,0,0,0,0.06,0,0,0.57,0,0.01,0.17,0.02,0,0.01,0,0,0,0,0.05,0,0,0,0,0,0,0.07,0,1.48,2.41,8.46,0,0,0.23,0,0.03,0,2.15,0,0,,4.84,0,0,0,0,0,0,2.92,0.02,0,0,0,0,1.48,0,0,0,0,0,0,7.88,0,0,,0,0,0,0.04,0,0,0,0.14,0,0,0.06,0,0,4.7,0,0,0,0,6.42,1.68,0.14,0,0,0.11,0,0.2,0.03,0.03,0,0,1.83,0,0.25,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.08,0,,0.01,0,0.54,0.02,0,0,1.32,0,0,0,0.42,0,0,0.32,0.13,0.1,0.36,0,,0,0.18,5.28,4.44,0,0,0.3,0,6.17,0.76,0,155.42,0.89,,0,0
2004,13.62,20.63,19.4,6.08,4.18,0,0.02,3.5,0,2.29,0,1.72,0,0,1.08,0.05,0.65,0,0.1,0.01,0,0.08,0,0,0,0,0,0.12,0,0,3.39,0,0.43,0,0,0,0,0.15,0,0,0,0.37,0.02,7.29,1.17,0,0.48,0,0,0.06,0.05,0.14,0,0.01,,0.05,0.8,0,0,0,0.11,1.19,1.46,0,0.69,0,0,0,0,0,0,0,0,0.06,0,0,0.57,0,0,0.16,0.02,0,0.01,0,0,0,0,0.05,0,0,0,0,0,0,0.08,0,1.52,2.33,8.74,0,0,0.23,0,0.03,0,2.49,0,0,,5.16,0,0,0,0,0,0,3.2,0.01,0,0,0,0,1.52,0,0,0,0,0,0,7.96,0,0,,0,0,0,0.05,0,0,0,0.13,0,0,0.05,0,0,5.09,0,0,0,0,6.29,1.61,0.15,0,0,0.1,0,0.2,0.06,0.04,0,0,2.09,0,0.24,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.13,0,,0.01,0,0.6,0.02,0,0,0.98,0,0,0,0.41,0,0,0.3,0.14,0.1,0.39,0,,0,0.19,5.5,3.99,0,0,0.28,0,7.12,0.85,0,163.21,0.84,,0,0
2005,12.94,21.63,19.88,5.97,3.77,0,0.02,3.62,0,2.61,0,1.65,0,0,1.06,0.04,0.93,0,0.1,0.01,0,0.08,0,0,0,0,0,0.12,0,0,3.73,0,0.42,0,0,0,0,0.19,0,0,0,0.38,0.02,7.59,1.16,0,0.53,0,0,0.09,0.05,0.13,0,0.01,,0.04,0.78,0,0,0,0.19,1.2,1.39,0,0.73,0,0,0,0,0,0,0,0,0.05,0,0,0.57,0,0,0.15,0.01,0,0.01,0,0,0,0,0.04,0,0,0,0,0,0,0.07,0,1.46,2.25,8.7,0,0,0.26,0,0.03,0,2.57,0,0,,5.46,0,0,0,0,0,0,3.43,0.01,0,0,0,0,1.43,0,0,0,0,0,0,7.81,0,0,,0,0,0,0.05,0,0,0,0.11,0,0,0.05,0,0,5.07,0,0,0,0,5.8,1.59,0.15,0,0,0.09,0,0.22,0.06,0.04,0,0,2.2,0,0.23,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.09,0,,0.01,0,0.61,0.02,0,0,0.91,0,0,0,0.5,0,0,0.34,0.14,0.1,0.41,0,,0,0.2,5.72,3.55,0,0,0.23,0,7.09,0.79,0,164.6,0.83,,0,0
2006,12.75,21.31,20.36,6.32,4.1,0,0.02,3.61,0,2.88,0,1.65,0,0,0.97,0.04,1.35,0,0.1,0.01,0,0.08,0,0,0,0,0,0.12,0,0,3.94,0,0.45,0,0,0,0,0.2,0,0,0,0.34,0.02,7.74,1.16,0,0.59,0,0,0.14,0.05,0.13,0,0.01,,0.05,0.71,0,0,0,0.21,1.2,1.39,0,0.72,0,0,0,0,0,0,0,0,0.05,0,0,0.51,0,0,0.15,0.01,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.06,0,1.51,2.1,8.82,0,0,0.24,0,0.04,0,2.72,0,0,,5.6,0,0,0,0,0,0,3.68,0.01,0,0,0,0,1.35,0,0,0,0,0.07,0,7.64,0,0,0,0,0,0,0.05,0,0,0,0.09,0,0,0.05,0,0,4.84,0,0,0,0,5.39,1.51,0.15,0,0,0.1,0,0.23,0.06,0.03,0,0,2.37,0,0.21,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.06,0,,0.01,0,0.73,0.03,0,0,0.85,0,0,0,0.54,0,0,0.34,0.14,0.1,0.42,0,,0,0.21,6.1,3.21,0,0,0.23,0,7.17,0.72,0,166.07,0.76,,0,0
2007,12.77,20.47,20.82,6.52,4.4,0,0.02,3.62,0,3.4,0,1.6,0,0,1.03,0.04,1.82,0,0.1,0.01,0,0.08,0,0.01,0,0,0,0.12,0,0,3.99,0,0.4,0,0,0,0,0.19,0,0,0,0.32,0.01,7.8,1.17,0,0.48,0,0,0.12,0.04,0.12,0,0.01,,0.05,0.64,0,0,0,0.21,1.15,1.42,0,0.74,0,0,0,0,0,0,0,0,0.05,0,0,0.51,0,0,0.15,0.01,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0.06,0,1.53,2,8.93,0,0,0.25,0,0.04,0,2.81,0,0,,5.44,0,0,0,0,0,0,3.75,0.01,0,0,0,0,1.4,0,0,0,0,0.03,0,7.21,0,0.01,0,0,0,0,0.05,0,0,0,0.12,0,0,0.09,0,0,4.49,0,0,0,0,4.96,1.46,0.16,0,0,0.08,0,0.23,0.06,0.03,0,0,2.41,0,0.2,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.05,0,,0.01,0,1,0.03,0,0,0.82,0,0,0,0.57,0,0,0.3,0.19,0.09,0.43,0,,0,0.2,6.01,3.21,0,0,0.22,0,6.94,0.68,0,165.73,0.67,,0,0
2008,12.65,21.35,20.69,6.42,5,0,0.01,3.55,0,3.86,0,1.58,0,0,1.03,0.04,1.9,0,0.1,0.01,0,0.08,0,0.01,0,0,0,0.1,0,0,4.15,0,0.36,0,0,0,0,0.19,0,0,0,0.28,0.01,7.97,1.3,0,0.51,0,0,0.13,0.04,0.13,0,0.01,,0.05,0.59,0,0,0,0.21,1.14,1.45,0,0.74,0,0,0,0,0,0,0,0,0.05,0,0,0.5,0,0,0.14,0.01,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0.06,0,1.58,2.07,9.02,0,0,0.22,0,0.04,0,2.96,0,0,0,5.7,0,0,0,0,0,0,3.69,0.01,0,0,0,0,1.41,0,0,0,0,0.03,0,6.57,0,0.01,0,0,0,0,0.05,0,0,0,0.1,0,0,0.13,0,0,4.43,0,0,0,0,4.79,1.55,0.15,0,0,0.09,0,0.24,0.06,0.03,0,0,2.7,0,0.2,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.04,0,,0.01,0,0.94,0.04,0,0,0.82,0,0,0,0.61,0,0,0.29,0.17,0.1,0.44,0,,0,0.19,6.08,3.01,0,0,0.21,0,6.94,0.63,0,167.49,0.62,,0,0
2009,13.51,19.22,20.99,6.41,5.01,0,0.01,3.23,0,3.6,0,1.43,0,0,1.01,0.04,2.13,0,0.1,0.01,0,0.07,0,0.01,0,0,0,0.09,0,0,4.44,0,0.34,0,0,0,0,0.18,0,0,0,0.26,0.01,7.93,1.48,0,0.59,0,0,0.13,0.04,0.12,0,0.01,,0.05,0.54,0,0,0,0.19,1.09,1.48,0,0.65,0,0,0,0,0,0,0,0,0.04,0,0,0.5,0,0,0.13,0.01,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0.06,0,1.59,2.03,8.68,0,0,0.19,0,0.04,0,3.2,0,0,0,5.07,0,0,0,0,0,0,3.42,0,0,0,0,0,1.33,0,0,0,0,0.03,0,6.14,0,0.01,0,0,0,0,0.04,0,0,0,0.08,0,0,0.12,0,0,4.47,0,0,0,0,4.54,1.66,0.15,0,0,0.09,0,0.29,0.08,0.03,0,0,2.61,0,0.19,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.02,0,,0.01,0,0.98,0.04,0,0,0.81,0,0,0,0.63,0,0,0.28,0.16,0.11,0.46,0,,0,0.18,5.39,2.86,0,0,0.18,0,6.53,0.7,0,163.32,0.6,,0,0
2010,13.95,19.4,21.45,6.73,5.06,0,0.03,3.09,0,3.72,0,1.39,0,0,1.03,0.05,2.15,0,0.09,0.01,0,0.07,0,0.01,0,0,0,0.09,0,0,4.67,0,0.35,0,0,0,0,0.15,0,0,0,0.27,0.02,8.5,1.73,0,0.67,0,0,0.1,0.04,0.13,0,0.01,,0.05,0.51,0,0,0,0.18,1.09,1.47,0,0.61,0,0,0,0,0,0,0,0,0.04,0,0,0.49,0,0,0.11,0.02,0,0.01,0,0,0,0,0.03,0,0,0,0,0,0,0.05,0,1.73,2.04,8.88,0,0,0.21,0,0.03,0,3.34,0,0,0,5.17,0,0,0,0,0,0,3.54,0,0,0,0,0,1.38,0,0,0,0,0.02,0,6.1,0,0.01,0,0,0,0,0.05,0,0,0,0.06,0,0,0.12,0,0,5.11,0,0,0,0,4.13,1.77,0.15,0,0,0.07,0,0.3,0.08,0.03,0,0,2.97,0,0.18,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.02,0,,0.01,0,0.95,0.04,0,0,0.78,0,0,0,0.64,0,0,0.26,0.16,0.11,0.47,0,,0,0.16,5.62,2.64,0,0,0.17,0,6.11,0.64,0,166.55,0.6,,0,0
